data/train/t_0/1B6-003OutlinedJB.tif,11.0
data/train/t_0/1B6-005OutlinedJB.tif,15.0
data/train/t_0/1B6-010OutlinedJB.tif,24.0
data/train/t_0/1B6-011OutlinedJB.tif,10.0
data/train/t_0/1B6-026OutlinedJB.tif,2.0
data/train/t_0/1B6-029OutlinedJB.tif,18.0
data/train/t_0/1B6-040OutlinedJB.tif,13.0
data/train/t_0/1B6-047OutlinedJB.tif,17.0
data/train/t_0/1B6-051OutlinedJB.tif,5.0
data/train/t_0/1C2-023OutlinedJB.tif,6.0
data/train/t_0/1C2-040OutlinedJB.tif,9.0
data/train/t_0/1C2-052OutlinedJB.tif,4.0
data/train/t_0/1C2-055OutlinedJB.tif,19.0
data/train/t_0/1C2-059OutlinedJB.tif,21.0
data/train/t_0/1C2-066OutlinedJB.tif,5.0
data/train/t_0/1C2-068OutlinedJB.tif,12.0
data/train/t_0/1C2-069OutlinedJB.tif,8.0
data/train/t_0/1C2-075OutlinedJB.tif,27.0
data/train/t_0/1C2-076OutlinedJB.tif,26.0
data/train/t_0/1C2-083OutlinedJB.tif,20.0
data/train/t_0/1E1-008OutlinedJB.tif,1.0
data/train/t_0/1E1-015OutlinedJB.tif,28.0
data/train/t_0/1E1-019OutlinedJB.tif,25.0
data/train/t_0/1E1-029OutlinedJB.tif,3.0
data/train/t_0/2B4-067.tif,8.0
data/train/t_0/2B4-068.tif,21.0
data/train/t_0/2B4-069.tif,20.0
data/train/t_0/2B4-091.tif,9.0
data/train/t_0/2B4-092.tif,1.0
data/train/t_0/2B4-094.tif,14.0
data/train/t_0/2B4-096.tif,2.0
data/train/t_0/2B4-105.tif,1.0
data/train/t_0/2B6-104OutlinedJB.tif,16.0
data/train/t_0/2C2-092OutlinedJB.tif,22.0
data/train/t_0/2C2-093OutlinedJB.tif,7.0
data/train/t_0/2C2-094OutlinedJB.tif,14.0
data/train/t_0/B4-002.tif,5.0
data/train/t_0/B4-005.tif,29.0
data/train/t_0/B4-015.tif,3.0
data/train/t_0/B4-027.tif,11.0
data/train/t_0/B4-036.tif,11.0
data/train/t_0/B4-041.tif,14.0
data/train/t_0/B4-047.tif,15.0
data/train/t_0/B4-048.tif,8.0
